GEOID,Slope,VRML,VRM,VRML_St
5099,1.659689,0.000073,0.000245,0.000201
5021,0.966995,0.000045,0.000125,0.000201
5037,0.793197,0.000035,0.000104,0.000201
5147,0.786249,0.000038,0.000094,0.000201
5015,5.873983,0.000502,0.002473,0.000201
5019,1.930514,0.000106,0.000365,0.000201
5133,2.204543,0.000147,0.000514,0.000201
5017,0.713735,0.000035,0.000089,0.000201
5109,3.180328,0.000219,0.001008,0.000201
5061,2.50473,0.000184,0.000675,0.000201
22079,1.30382,0.000069,0.000201,0.000053
22073,1.346634,0.000071,0.000213,0.000053
22123,0.769504,0.000038,0.000094,0.000053
22005,0.904214,0.000046,0.000117,0.000053
22045,0.636357,0.000027,0.000063,0.000053
22043,1.572957,0.000086,0.000259,0.000053
22107,0.776929,0.000034,0.000093,0.000053
22101,0.634223,0.000027,0.000064,0.000053
22025,1.036761,0.000056,0.000162,0.000053
22081,1.152162,0.000049,0.000151,0.000053
33017,3.216665,0.000148,0.000657,0.000265
33015,2.531641,0.00013,0.000509,0.000265
33009,8.971308,0.000376,0.002658,0.000265
34007,1.033194,0.00004,0.000115,0.000102
34031,4.721331,0.000286,0.001613,0.000102
34011,0.960825,0.000042,0.000113,0.000102
34001,0.724619,0.000026,0.000067,0.000102
34021,1.624354,0.000071,0.000241,0.000102
34035,2.476721,0.000115,0.00048,0.000102
29189,2.70862,0.000247,0.000838,0.000189
29113,2.019005,0.000122,0.000433,0.000189
29023,1.689315,0.000121,0.000411,0.000189
29123,4.694087,0.000333,0.001545,0.000189
30001,8.801741,0.000581,0.003551,0.000501
30083,2.399292,0.000114,0.00042,0.000501
30049,12.008331,0.001032,0.006296,0.000501
29037,1.415211,0.000048,0.00017,0.000189
29031,2.557015,0.000207,0.000697,0.000189
29159,1.504276,0.000063,0.000218,0.000189
25017,2.399062,0.000119,0.00047,0.000194
36013,3.088058,0.000135,0.000559,0.000214
36009,6.448122,0.000303,0.002095,0.000214
36115,5.91854,0.000386,0.001987,0.000214
36071,4.463668,0.000239,0.001367,0.000214
37055,0.755067,0.00003,0.000077,0.000326
21135,8.366739,0.001564,0.006202,0.000807
37029,0.997526,0.000052,0.000143,0.000326
21095,17.125973,0.002334,0.012138,0.000807
21229,3.126579,0.000307,0.000984,0.000807
37149,6.599792,0.000657,0.002909,0.000326
21195,17.128233,0.003519,0.01773,0.000807
21011,4.520638,0.000586,0.002195,0.000807
4001,3.865155,0.000347,0.001524,0.000642
21071,15.567759,0.003004,0.015862,0.000807
21181,3.888405,0.000478,0.001534,0.000807
21235,8.727394,0.000886,0.004833,0.000807
21121,11.461253,0.001657,0.008906,0.000807
21109,7.445562,0.001242,0.00512,0.000807
21031,3.452011,0.000281,0.001105,0.000807
30051,1.821501,0.000086,0.000398,0.000501
30023,10.415125,0.000672,0.004377,0.000501
17125,0.813236,0.000032,0.000097,0.000059
24027,2.65519,0.000183,0.000657,0.000178
24033,2.04781,0.000135,0.00042,0.000178
24017,1.76577,0.000118,0.000355,0.000178
25025,1.949695,0.000104,0.000411,0.000194
25001,1.569499,0.000093,0.000298,0.000194
25027,3.486066,0.000169,0.000749,0.000194
25011,6.562023,0.000372,0.002157,0.000194
24037,1.585786,0.000109,0.000318,0.000178
24041,0.920065,0.000043,0.000121,0.000178
24023,7.094766,0.000413,0.002707,0.000178
24019,0.764673,0.000033,0.000089,0.000178
25013,4.502817,0.000234,0.001284,0.000194
25015,4.747021,0.000232,0.001238,0.000194
39043,1.054155,0.000052,0.000154,0.000249
39051,0.718256,0.000029,0.000082,0.000249
28029,2.01425,0.000115,0.000358,0.000088
28149,1.880314,0.000129,0.000403,0.000088
28051,1.634963,0.000085,0.00028,0.000088
28011,0.594385,0.000023,0.000058,0.000088
28157,2.079946,0.000146,0.00045,0.000088
28001,1.871858,0.00012,0.000385,0.000088
28163,1.517701,0.00009,0.000295,0.000088
28121,1.601732,0.00008,0.000253,0.000088
28103,1.349202,0.00006,0.000199,0.000088
28143,0.753031,0.000037,0.000097,0.000088
36051,3.228363,0.000125,0.000581,0.000214
36067,3.294454,0.000124,0.000609,0.000214
36113,8.006894,0.000428,0.002811,0.000214
36065,2.682774,0.000139,0.000537,0.000214
47147,2.037667,0.000126,0.000441,0.000501
47117,3.6242,0.00041,0.001609,0.000501
47141,5.810023,0.000732,0.003153,0.000501
48501,0.977342,0.000077,0.000142,0.000105
49047,6.598589,0.000787,0.003614,0.000891
47187,4.035163,0.000464,0.001747,0.000501
47129,7.244689,0.00067,0.003372,0.000501
47035,4.27438,0.000316,0.001454,0.000501
47059,5.755113,0.00066,0.002935,0.000501
1115,4.259125,0.000331,0.001465,0.000183
1087,1.660006,0.000086,0.000261,0.000183
1095,4.055229,0.000277,0.001391,0.000183
1023,2.519612,0.000192,0.000634,0.000183
1085,1.812715,0.000104,0.000339,0.000183
32021,7.544871,0.000691,0.003262,0.000559
35007,5.88705,0.000476,0.002526,0.000347
1107,2.230723,0.000138,0.000489,0.000183
35015,2.205035,0.000206,0.000835,0.000347
36059,1.226964,0.000052,0.000189,0.000214
47009,8.090039,0.001031,0.004641,0.000501
47165,3.1545,0.000356,0.001242,0.000501
47127,5.026385,0.000723,0.002663,0.000501
47189,3.42,0.000213,0.001129,0.000501
47037,3.98416,0.000546,0.001913,0.000501
48413,1.278711,0.000027,0.000102,0.000105
47163,6.705516,0.000912,0.003652,0.000501
18147,1.938135,0.00013,0.000438,0.000102
23031,2.606094,0.000115,0.000511,0.000116
23007,6.807877,0.0002,0.001442,0.000116
23021,4.091209,0.000129,0.000808,0.000116
4005,5.368146,0.000762,0.003161,0.000642
4013,3.709601,0.000433,0.001972,0.000642
4007,10.362984,0.001273,0.00613,0.000642
4012,3.695304,0.000469,0.001954,0.000642
4021,4.01101,0.000476,0.002079,0.000642
53031,18.18907,0.002019,0.010874,0.000965
21127,9.135463,0.002051,0.00772,0.000807
27053,1.530173,0.000083,0.000275,0.000071
27121,1.137597,0.000045,0.000144,0.000071
27021,1.441764,0.000071,0.000234,0.000071
27129,0.76254,0.000028,0.00009,0.000071
27031,3.299463,0.000196,0.000863,0.000071
27107,0.480798,0.000015,0.000034,0.000071
27083,0.885998,0.000025,0.000079,0.000071
27171,1.364412,0.000068,0.000212,0.000071
27089,0.434308,0.000013,0.000028,0.000071
27069,0.449308,0.000013,0.00003,0.000071
27167,0.392786,0.000011,0.000022,0.000071
30069,2.843926,0.000187,0.000685,0.000501
46043,0.774079,0.000024,0.000057,0.000099
48435,2.159758,0.000081,0.00038,0.000105
48433,1.542914,0.000063,0.000222,0.000105
21017,2.062571,0.000114,0.000386,0.000807
21043,6.753151,0.001195,0.004294,0.000807
21033,2.767263,0.000176,0.000727,0.000807
46137,2.25999,0.00011,0.000418,0.000099
6071,5.09067,0.00049,0.002206,0.000882
5091,1.364824,0.000075,0.000218,0.000201
6113,3.352344,0.000404,0.00172,0.000882
12055,0.712673,0.000029,0.000071,0.000081
12077,1.032516,0.000052,0.000144,0.000081
42111,6.06374,0.000321,0.002078,0.00037
44007,2.652777,0.000146,0.000503,0.000139
45007,2.13594,0.00011,0.000391,0.000113
45025,1.931983,0.000079,0.00027,0.000113
42097,5.993118,0.00037,0.00211,0.00037
45017,1.815781,0.000086,0.000307,0.000113
48201,0.79274,0.000039,0.000093,0.000105
48399,1.100646,0.000033,0.000107,0.000105
48057,0.361561,0.000015,0.000032,0.000105
48469,0.68799,0.000025,0.000062,0.000105
51133,1.549062,0.000105,0.000305,0.000533
51051,12.842295,0.00249,0.011274,0.000533
49037,7.74207,0.001131,0.004859,0.000891
49015,7.219917,0.001017,0.00469,0.000891
49017,8.965758,0.001239,0.005438,0.000891
53033,13.480415,0.001343,0.007186,0.000965
53073,19.797393,0.002031,0.010337,0.000965
53077,8.291515,0.000632,0.003431,0.000965
53037,11.681744,0.00107,0.006008,0.000965
53041,12.880959,0.001303,0.006805,0.000965
53049,9.296125,0.001397,0.006101,0.000965
54075,11.297253,0.001084,0.00597,0.001546
54109,15.24305,0.002967,0.014483,0.001546
54081,11.899751,0.001759,0.008852,0.001546
54067,11.03915,0.001409,0.0081,0.001546
54031,10.269529,0.00093,0.004858,0.001546
55003,1.724242,0.000077,0.000281,0.000164
53065,10.505947,0.000723,0.004258,0.000965
53007,21.126085,0.002221,0.011958,0.000965
54087,9.122502,0.001894,0.007486,0.001546
54059,16.828879,0.003479,0.017823,0.001546
54037,2.666917,0.000145,0.000599,0.001546
55037,2.321233,0.000127,0.000463,0.000164
53071,4.908161,0.000501,0.002201,0.000965
54025,9.905547,0.00117,0.005692,0.001546
54093,10.282155,0.001034,0.0057,0.001546
13019,1.235888,0.00008,0.000189,0.000157
13291,9.90572,0.000878,0.005303,0.000157
13171,1.935395,0.000091,0.000309,0.000157
16035,14.815362,0.001587,0.008557,0.000996
16085,16.72882,0.00158,0.009261,0.000996
16061,7.232421,0.000867,0.004312,0.000996
13263,2.699013,0.000179,0.000641,0.000157
16025,11.656458,0.001241,0.007078,0.000996
16043,3.592687,0.000294,0.001331,0.000996
16003,12.332355,0.001125,0.006169,0.000996
35051,5.879695,0.000732,0.003322,0.000347
35017,7.200299,0.000909,0.004308,0.000347
48507,0.731817,0.000018,0.000046,0.000105
48411,2.044459,0.000079,0.000331,0.000105
41023,10.297787,0.000791,0.0047,0.000839
1063,1.764571,0.000102,0.000337,0.000183
40023,1.449325,0.000064,0.000208,0.000083
18123,4.529295,0.000346,0.001559,0.000102
55029,1.413239,0.000055,0.000179,0.000164
55023,6.121267,0.000907,0.003778,0.000164
56029,11.976637,0.001173,0.006263,0.000425
55001,1.355248,0.000079,0.00024,0.000164
55007,2.297041,0.000116,0.000414,0.000164
55051,1.669771,0.000071,0.000256,0.000164
40067,1.154629,0.000039,0.000116,0.000083
40075,1.261082,0.000058,0.000251,0.000083
54065,7.411386,0.000635,0.00293,0.001546
54021,11.418712,0.00227,0.01034,0.001546
20069,0.762194,0.000029,0.000066,0.00005
54063,8.844853,0.000957,0.004308,0.001546
20161,2.196472,0.00012,0.000445,0.00005
54023,9.566656,0.000803,0.004406,0.001546
20175,0.927108,0.000042,0.000097,0.00005
46127,1.396534,0.000064,0.000214,0.000099
49035,9.557329,0.001187,0.006088,0.000891
49045,3.682912,0.000396,0.001769,0.000891
49049,11.484844,0.001306,0.006731,0.000891
49005,11.391124,0.001197,0.006405,0.000891
49057,9.637471,0.001019,0.005409,0.000891
49003,4.465498,0.000382,0.001851,0.000891
50027,9.090773,0.000489,0.003264,0.00036
49029,13.104805,0.001504,0.007825,0.000891
20101,0.953401,0.00003,0.000099,0.00005
1065,2.165817,0.000154,0.000522,0.000183
21007,1.201835,0.000061,0.000177,0.000807
21003,3.130935,0.00027,0.000935,0.000807
48051,1.178256,0.000042,0.000128,0.000105
28113,1.693756,0.000086,0.000266,0.000088
28007,2.024192,0.00011,0.000364,0.000088
48301,0.889748,0.000031,0.000068,0.000105
19009,2.619005,0.000129,0.000501,0.000094
19063,0.878604,0.000028,0.000086,0.000094
13001,1.084211,0.000046,0.000128,0.000157
36081,1.071731,0.00005,0.000144,0.000214
42067,7.376596,0.000427,0.002558,0.00037
42055,4.9874,0.000224,0.00144,0.00037
40079,4.885396,0.000254,0.001514,0.000083
41019,14.400723,0.002044,0.010036,0.000839
41045,5.14568,0.000422,0.002103,0.000839
41043,10.422643,0.001148,0.00582,0.000839
42023,12.299137,0.001079,0.008109,0.00037
13303,1.986198,0.000103,0.000366,0.000157
16031,6.211579,0.000515,0.00266,0.000996
16015,16.524519,0.002046,0.01044,0.000996
16039,9.888546,0.001188,0.006044,0.000996
13027,1.447517,0.000082,0.000212,0.000157
13305,1.101751,0.00006,0.000148,0.000157
16005,8.911277,0.00079,0.004058,0.000996
13133,2.279863,0.00012,0.000432,0.000157
13251,1.29167,0.000056,0.000166,0.000157
13163,1.638262,0.000081,0.000251,0.000157
1055,3.912611,0.000281,0.001325,0.000183
1009,4.343512,0.000338,0.001519,0.000183
1047,1.800239,0.000113,0.00038,0.000183
1131,2.100762,0.000131,0.000447,0.000183
1089,3.500709,0.00013,0.000822,0.000183
38055,1.250168,0.000042,0.00014,0.000063
38105,1.562837,0.000054,0.000194,0.000063
38085,2.074901,0.000099,0.000366,0.000063
16073,4.463431,0.000406,0.001923,0.000996
47033,1.289116,0.00006,0.000168,0.000501
47151,9.684228,0.000986,0.005331,0.000501
48283,0.731571,0.000016,0.000042,0.000105
27073,0.785204,0.000026,0.000073,0.000071
27051,0.857367,0.00003,0.000094,0.000071
40065,0.864285,0.000035,0.000092,0.000083
46117,2.557687,0.000125,0.000495,0.000099
48327,1.534709,0.000031,0.000133,0.000105
21139,2.52647,0.000163,0.000682,0.000807
42027,6.929037,0.000421,0.00273,0.00037
48175,0.88651,0.000025,0.000071,0.000105
37065,0.929009,0.000041,0.000107,0.000326
37069,1.81824,0.000085,0.00027,0.000326
22011,1.205644,0.000054,0.000163,0.000053
22035,0.6689,0.000032,0.000078,0.000053
48467,1.299284,0.000057,0.000162,0.000105
51179,2.474105,0.000179,0.000613,0.000533
51085,1.808957,0.000111,0.000346,0.000533
51015,7.295533,0.000731,0.003591,0.000533
53029,4.174378,0.000262,0.000937,0.000965
51081,1.322946,0.00006,0.000183,0.000533
51037,2.372159,0.000126,0.000438,0.000533
5057,1.528455,0.000066,0.000217,0.000201
5029,2.839671,0.00016,0.000724,0.000201
22117,1.41212,0.000063,0.00019,0.000053
22113,0.572154,0.000027,0.000059,0.000053
22021,1.270654,0.000067,0.000203,0.000053
22109,0.455879,0.000019,0.000044,0.000053
34027,4.095468,0.000219,0.001172,0.000102
29095,2.150531,0.000105,0.000404,0.000189
30005,2.760611,0.000216,0.000884,0.000501
37075,15.395074,0.00186,0.010253,0.000326
13195,2.400209,0.000155,0.000514,0.000157
13013,2.318115,0.000138,0.000459,0.000157
13153,1.566941,0.00007,0.000227,0.000157
13205,1.454098,0.000104,0.000245,0.000157
37047,1.348041,0.000108,0.000267,0.000326
37015,1.144553,0.000067,0.000168,0.000326
48279,0.828276,0.000038,0.000081,0.000105
48391,0.503704,0.000017,0.000035,0.000105
26147,0.981097,0.000046,0.000134,0.000073
26099,0.855649,0.000035,0.000097,0.000073
26109,1.408655,0.000072,0.00024,0.000073
8043,10.296621,0.001247,0.005964,0.000564
28109,1.438677,0.000067,0.000198,0.000088
28055,0.909246,0.000045,0.000127,0.000088
36053,4.326216,0.000168,0.000943,0.000214
47073,8.109945,0.001023,0.004661,0.000501
47053,1.388167,0.000067,0.000189,0.000501
47063,4.170607,0.000378,0.001553,0.000501
8117,15.165051,0.001064,0.00673,0.000564
6005,8.31759,0.000749,0.003809,0.000882
32015,6.233528,0.000539,0.00283,0.000559
32001,5.455484,0.000563,0.002626,0.000559
38067,0.505622,0.000017,0.000042,0.000063
38077,0.519768,0.000017,0.000041,0.000063
38071,0.555937,0.000015,0.000039,0.000063
38059,2.21322,0.000104,0.000393,0.000063
38037,2.003253,0.00009,0.000336,0.000063
38103,0.796522,0.000021,0.000067,0.000063
53019,12.998758,0.000958,0.005693,0.000965
20143,1.345971,0.000052,0.000167,0.00005
16049,17.262972,0.001739,0.00991,0.000996
30033,2.836603,0.000187,0.000705,0.000501
16013,9.971039,0.001026,0.005869,0.000996
32011,5.577947,0.000476,0.002417,0.000559
48075,1.289134,0.000041,0.000127,0.000105
48173,0.89928,0.000026,0.000068,0.000105
13025,0.998249,0.000051,0.00012,0.000157
20171,0.702195,0.000023,0.000066,0.00005
20067,0.78768,0.000029,0.000063,0.00005
21101,1.258048,0.000065,0.000191,0.000807
47079,2.020614,0.000133,0.000394,0.000501
35039,6.745262,0.000558,0.002765,0.000347
49013,9.587748,0.000956,0.005163,0.000891
21159,12.675094,0.003349,0.013746,0.000807
13009,2.310606,0.000105,0.000397,0.000157
27119,0.561475,0.00002,0.000051,0.000071
38053,3.306927,0.000282,0.001037,0.000063
20149,2.214042,0.000111,0.000403,0.00005
6065,6.583618,0.000789,0.003466,0.000882
12105,1.04807,0.000058,0.000146,0.000081
45079,1.837271,0.000088,0.000287,0.000113
42059,8.665007,0.001215,0.006012,0.00037
48041,1.080156,0.000045,0.00012,0.000105
51143,3.013157,0.000197,0.00074,0.000533
51119,1.680266,0.000117,0.000352,0.000533
51159,1.863792,0.000139,0.000424,0.000533
5131,3.297724,0.000138,0.000718,0.000201
22017,1.295304,0.000063,0.000186,0.000053
30077,11.911928,0.00086,0.005421,0.000501
30003,5.206284,0.000459,0.002107,0.000501
37133,0.867613,0.000038,0.000097,0.000326
13021,1.860254,0.00008,0.00028,0.000157
13217,2.215577,0.00012,0.000414,0.000157
13213,5.626223,0.000685,0.002752,0.000157
26063,0.685557,0.000025,0.000064,0.000073
8019,18.07852,0.0012,0.008389,0.000564
1051,2.23608,0.000123,0.000445,0.000183
36105,5.618096,0.000219,0.001468,0.000214
29069,0.607207,0.000024,0.000056,0.000189
47055,4.780711,0.00064,0.00234,0.000501
47021,4.252749,0.000598,0.001989,0.000501
23015,2.894807,0.000161,0.00067,0.000116
54095,8.526305,0.001314,0.005916,0.001546
56041,4.021457,0.000178,0.000997,0.000425
48023,1.065011,0.000031,0.000101,0.000105
27013,1.062955,0.000056,0.00019,0.000071
6087,10.306843,0.001315,0.006235,0.000882
12121,2.142539,0.000265,0.00064,0.000081
42031,5.168608,0.000358,0.002066,0.00037
42129,6.070708,0.000459,0.002464,0.00037
40101,1.55925,0.000058,0.000269,0.000083
48475,0.640708,0.00002,0.000041,0.000105
13151,2.035934,0.000104,0.000356,0.000157
17185,1.081307,0.00004,0.000118,0.000059
13185,1.252095,0.000072,0.000182,0.000157
37085,1.66794,0.000068,0.00023,0.000326
48481,0.5316,0.000019,0.000043,0.000105
51059,2.1903,0.000131,0.000434,0.000533
51029,2.8807,0.000209,0.000753,0.000533
5073,1.294845,0.000066,0.000198,0.000201
22115,1.565812,0.000075,0.000241,0.000053
12037,0.811849,0.000034,0.000086,0.000081
21085,3.498365,0.000254,0.001071,0.000807
24001,8.463025,0.000691,0.003639,0.000178
8053,16.420087,0.001334,0.007875,0.000564
18131,0.793434,0.000036,0.000101,0.000102
37103,0.983876,0.000046,0.000119,0.000326
13181,2.109301,0.000108,0.000383,0.000157
1069,1.40937,0.000068,0.000195,0.000183
54019,11.913459,0.001513,0.00833,0.001546
6041,9.452851,0.001158,0.005401,0.000882
6015,17.691173,0.00207,0.011701,0.000882
6101,1.258719,0.00011,0.00049,0.000882
6017,10.516979,0.00091,0.004966,0.000882
12009,0.562294,0.000029,0.000065,0.000081
12045,0.811349,0.000034,0.000086,0.000081
12007,2.564999,0.000392,0.000929,0.000081
45071,2.134433,0.00012,0.000395,0.000113
45091,2.169662,0.000116,0.000402,0.000113
39069,0.573658,0.000024,0.000065,0.000249
45005,1.26892,0.000054,0.000161,0.000113
48387,1.089556,0.000044,0.000123,0.000105
48477,1.498162,0.000054,0.000176,0.000105
51199,1.557122,0.000126,0.000366,0.000533
51147,2.58117,0.000152,0.000532,0.000533
51057,1.854792,0.000134,0.000422,0.000533
51097,1.598566,0.000095,0.000294,0.000533
51157,7.502196,0.000506,0.002856,0.000533
5025,1.376332,0.000061,0.000186,0.000201
5139,1.558541,0.000071,0.00023,0.000201
22127,1.568034,0.00008,0.000247,0.000053
22071,0.444812,0.000041,0.000089,0.000053
22083,0.800495,0.000038,0.000098,0.000053
22119,1.604099,0.000079,0.000246,0.000053
22037,1.507706,0.000075,0.000227,0.000053
22091,1.421056,0.000063,0.000196,0.000053
34023,1.328863,0.000063,0.000181,0.000102
29183,1.939504,0.000169,0.000558,0.000189
29201,1.064927,0.000061,0.000178,0.000189
30027,4.629969,0.000391,0.001814,0.000501
30085,1.686501,0.000063,0.000215,0.000501
13313,4.025125,0.000349,0.001479,0.000157
37057,2.462292,0.000154,0.000539,0.000326
37091,1.306567,0.000084,0.000217,0.000326
37019,0.878251,0.000043,0.000105,0.000326
37031,0.66448,0.000027,0.000068,0.000326
37043,13.283023,0.001507,0.008497,0.000326
17035,0.91887,0.000049,0.000145,0.000059
48457,1.651007,0.000073,0.00025,0.000105
48315,1.891237,0.000096,0.00033,0.000105
26007,1.289436,0.000047,0.000157,0.000073
26055,1.949125,0.000114,0.00039,0.000073
26047,2.495807,0.000121,0.000471,0.000073
26053,2.153037,0.000092,0.000357,0.000073
6091,12.607015,0.00105,0.006208,0.000882
9011,3.276156,0.000155,0.000699,0.000208
1129,1.677028,0.000082,0.000265,0.000183
8031,1.346946,0.000057,0.000151,0.000564
19163,1.312004,0.000055,0.000186,0.000094
19127,1.621348,0.00007,0.000235,0.000094
41047,8.419401,0.000747,0.004094,0.000839
41065,8.006976,0.000715,0.003783,0.000839
40141,0.731459,0.00002,0.000051,0.000083
13183,1.087687,0.00006,0.000149,0.000157
1119,1.679789,0.000088,0.000285,0.000183
1109,2.283298,0.000119,0.000437,0.000183
1025,2.687734,0.000192,0.000667,0.000183
36047,1.011093,0.000062,0.000147,0.000214
21125,4.888027,0.000679,0.002568,0.000807
24045,1.0252,0.00005,0.000138,0.000178
24043,4.315239,0.000265,0.001315,0.000178
28021,2.069413,0.000138,0.000428,0.000088
28049,1.743614,0.000099,0.000297,0.000088
47057,8.321725,0.000818,0.004116,0.000501
47025,9.997056,0.001256,0.006287,0.000501
48211,1.79098,0.00008,0.000258,0.000105
49033,5.987046,0.000474,0.002481,0.000891
48495,0.577304,0.000018,0.000037,0.000105
18061,3.474468,0.000293,0.001277,0.000102
23023,2.672381,0.000171,0.000666,0.000116
50017,8.138916,0.000475,0.003009,0.00036
53053,11.160169,0.001068,0.005667,0.000965
53045,10.532127,0.001207,0.006435,0.000965
54047,15.303438,0.002951,0.01432,0.001546
53057,17.243038,0.001626,0.008353,0.000965
16007,8.863083,0.000764,0.004233,0.000996
27137,1.791002,0.000094,0.000356,0.000071
56035,6.545818,0.000562,0.002949,0.000425
55011,6.39458,0.000805,0.003858,0.000164
56033,7.151691,0.000592,0.003084,0.000425
54057,8.474986,0.000722,0.003817,0.001546
53061,15.858466,0.001615,0.008467,0.000965
54083,11.401075,0.001077,0.006346,0.001546
54003,3.984405,0.000253,0.001175,0.001546
54041,10.874108,0.001609,0.008523,0.001546
13031,1.234814,0.000065,0.000168,0.000157
13245,2.136443,0.000085,0.000326,0.000157
16079,18.387204,0.002065,0.012202,0.000996
13141,2.202007,0.000098,0.000362,0.000157
13191,1.078042,0.000067,0.000172,0.000157
38035,0.580438,0.00002,0.000047,0.000063
20085,1.746588,0.000064,0.000223,0.00005
30073,3.674479,0.000241,0.001422,0.000501
13049,1.213683,0.000101,0.000237,0.000157
20145,0.672801,0.000018,0.000043,0.00005
37101,1.377115,0.000072,0.000193,0.000326
17129,0.87206,0.00004,0.000121,0.000059
21079,4.065526,0.000522,0.001869,0.000807
13079,2.09378,0.000097,0.000347,0.000157
45003,1.968758,0.000075,0.000277,0.000113
6089,10.505246,0.001082,0.005587,0.000882
6077,1.476446,0.000135,0.000535,0.000882
42051,6.864528,0.000474,0.002837,0.00037
45073,4.85987,0.00048,0.002071,0.000113
48139,1.09598,0.000031,0.0001,0.000105
48389,1.113761,0.000064,0.000178,0.000105
29205,1.251521,0.000068,0.000181,0.000189
36077,6.345591,0.000254,0.001711,0.000214
47135,4.744297,0.000607,0.00209,0.000501
49023,5.682253,0.000548,0.002571,0.000891
23017,6.901532,0.000255,0.001737,0.000116
41021,7.792684,0.000849,0.004454,0.000839
53047,13.858427,0.000993,0.006087,0.000965
54071,13.143322,0.001428,0.007734,0.001546
53017,4.792668,0.00034,0.001618,0.000965
53043,3.093069,0.000188,0.000909,0.000965
13283,1.579929,0.000065,0.000208,0.000157
55057,2.005291,0.000162,0.00058,0.000164
56003,5.691643,0.000484,0.002353,0.000425
56039,10.421155,0.00089,0.00479,0.000425
16087,9.271831,0.000926,0.004782,0.000996
13083,6.993501,0.000517,0.00243,0.000157
21089,6.588352,0.001248,0.004356,0.000807
27131,1.670181,0.000077,0.000282,0.000071
27145,1.240376,0.000048,0.000161,0.000071
27139,1.672085,0.000087,0.000294,0.000071
21155,4.155404,0.000538,0.001987,0.000807
21065,9.286155,0.001208,0.006759,0.000807
21197,8.840013,0.001484,0.006796,0.000807
48103,0.639541,0.000019,0.000042,0.000105
48155,1.184225,0.000041,0.000135,0.000105
6085,9.385332,0.00111,0.005197,0.000882
6011,5.165831,0.000635,0.002748,0.000882
12095,1.14299,0.000074,0.000179,0.000081
12131,1.310478,0.000055,0.000186,0.000081
12129,0.974487,0.000049,0.000123,0.000081
45077,5.278584,0.000475,0.002204,0.000113
45041,1.385864,0.000106,0.000254,0.000113
45035,1.195026,0.000076,0.000181,0.000113
45089,1.174707,0.000077,0.00018,0.000113
48491,1.246514,0.000031,0.000117,0.000105
48225,1.587142,0.000076,0.00024,0.000105
48215,0.496183,0.000014,0.000031,0.000105
48091,2.909259,0.000166,0.000744,0.000105
30015,3.130062,0.000262,0.001072,0.000501
37099,14.393939,0.00158,0.009018,0.000326
13139,3.377617,0.000269,0.000982,0.000157
13107,1.433446,0.000061,0.000182,0.000157
37013,0.985528,0.000045,0.000127,0.000326
13179,1.267501,0.000084,0.000209,0.000157
37137,0.843291,0.000034,0.000096,0.000326
48007,0.458756,0.000013,0.000028,0.000105
48119,0.890612,0.000026,0.000077,0.000105
48473,0.871172,0.000039,0.000096,0.000105
26137,2.083742,0.000111,0.000395,0.000073
51019,5.918911,0.0005,0.002319,0.000533
51121,8.087485,0.001106,0.004655,0.000533
51107,3.055804,0.000145,0.000632,0.000533
51109,2.114891,0.000119,0.000382,0.000533
31077,2.114805,0.00012,0.000402,0.000076
10005,0.980225,0.000049,0.000135,0.000056
22059,1.317151,0.000061,0.000182,0.000053
22009,0.933088,0.000045,0.000121,0.000053
22067,0.85753,0.000039,0.000103,0.000053
34015,1.066461,0.000049,0.000135,0.000102
34041,5.078682,0.000243,0.001429,0.000102
29027,2.268727,0.000177,0.000627,0.000189
30081,16.072217,0.001488,0.008769,0.000501
36063,1.00942,0.000042,0.000124,0.000214
21179,3.347527,0.000318,0.001243,0.000807
21029,4.367865,0.000536,0.002147,0.000807
21167,2.696113,0.000267,0.000886,0.000807
24031,2.438177,0.000155,0.000541,0.000178
25021,2.145295,0.000112,0.00038,0.000194
25005,1.877734,0.00016,0.000413,0.000194
1101,1.501049,0.000084,0.000249,0.000183
25009,2.231036,0.000122,0.000488,0.000194
36045,1.631345,0.000082,0.00029,0.000214
4027,2.752621,0.000395,0.001658,0.000642
46023,1.517513,0.000067,0.000237,0.000099
27103,1.069035,0.000056,0.000198,0.000071
27113,0.467993,0.000014,0.000033,0.000071
46055,2.271392,0.000114,0.000426,0.000099
48167,0.626179,0.00003,0.000063,0.000105
54045,17.942209,0.003436,0.018551,0.001546
54001,8.632894,0.000876,0.004923,0.001546
16023,6.936132,0.000649,0.003705,0.000996
35019,2.038,0.000088,0.000366,0.000347
41001,10.510706,0.000995,0.005309,0.000839
54073,7.96848,0.001489,0.005851,0.001546
38017,0.464583,0.000013,0.00003,0.000063
48417,1.754234,0.000058,0.000269,0.000105
20163,1.450925,0.000049,0.000167,0.00005
21237,7.083954,0.001581,0.005105,0.000807
30039,13.102984,0.001074,0.00672,0.000501
42089,4.337461,0.000186,0.001071,0.00037
51047,2.342263,0.000133,0.000495,0.000533
22001,0.730919,0.000033,0.000083,0.000053
30063,14.028042,0.001305,0.007606,0.000501
48329,0.744697,0.000032,0.000064,0.000105
48471,1.558357,0.000062,0.000211,0.000105
51087,1.473684,0.000079,0.00023,0.000533
51155,7.174524,0.000846,0.003701,0.000533
51101,1.638362,0.000097,0.000309,0.000533
5069,0.913642,0.000039,0.000116,0.000201
5011,1.232082,0.000049,0.000153,0.000201
22033,1.11778,0.00006,0.000158,0.000053
